lat,lng,town,address,phone
-34.23877,116.1461,Manjimup Public Library,57-59 Rose Street,9771 2895
-31.95515,115.86129,Perth City Public Library,573 Hay Street,9461 3500
-27.989827,152.995702,Beaudesert Library,58 Brisbane Street ,07 5540 5142
-37.94047325,145.1021123,Clarinda,58 Viney Street  Clarinda  3169,1300 135 668
-37.82482659,145.0351298,Hawthorn,584 Glenferrie Road  Hawthorn  3122,9278 4666
-31.8237092548132,149.719636938971,Coolah Library,59 Binnia Street,02 6377 1910
-37.70224088,144.8736272,Tullamarine,59 Spring Street  Tullamarine  3043,9338 9407
-33.635866136071,151.329374714656,Avalon Community Library,59a Old Barrenjoey Road,02 9918 3013
-31.3513329063142,150.649393848227,Werris Creek Library,59A Single Street,02 6768 7340
-33.7614549618713,151.214589411481,Forestville Library,6 Darley Street,02 9452 5706
-26.121038,149.958758,Wandoan Library,6 Henderson Road ,07 4558 3045
-34.170664736254,142.182215478265,Buronga Library,6 Midway Drive,03 5027 5027
-26.530552,153.091138,Coolum Beach Library,6 Park Street ,07 5475 8989
-31.83968,115.83871,Girrawheen Public Library,6 Patrick Court,9342 8844
-33.8292801260989,151.127686155537,Gladesville Library,6 Pittwater Road,02 9952 8378
-28.8728008668013,153.564945351268,Ballina Library,6 River Street,02 6688 2831
-35.3546390996024,149.23458487742,Queanbeyan Library,6 Rutledge Street,02 6285 6255
-33.8568399632668,151.098199206067,Concord Library,60 Flavelle Street,02 9911 6210
-38.14573441,145.1236738,Frankston,60 Playne Street  Frankston  3199,9784 1020
-31.97882,115.80699,Nedlands Public Library,60-64 Stirling Highway,9273 3644
-33.7504192004726,150.689991883377,Penrith City Library,601 High Street,02 4732 7891
-33.825761997436,151.242033441976,Mosman Library,605 Military Road,02 9978 4091
-41.320788,148.249084,St Helens,"61 Cecilia Street, St Helens",(03) 6387 5600
-34.5642513782261,150.818936339533,Oak Flats Library,61 Central Avenue,02 4221 6299
-17.384152,145.385812,Herberton  Library & Customer Service Centre,61 Grace Street ,07 4096 2775
-31.97104,115.90076,VisAbility,61 Kitchener Avenue,9311 8271
-28.035935,153.424051,Broadbeach Library,61 Sunshine Boulevard ,07 5581 1555
-36.2365015015702,149.125104421544,Cooma Library,61 Vale Street,02 6450 1730
-34.6397916691925,148.026228389788,Cootamundra Library,61-71 Wallendoon Street,1300 459 689
-31.38603,116.09591,Bindoon Public Library,6177 Great Northern Highway,9576 4600
-36.75048725,145.5700778,Euroa,62 Binney Street  Euroa Public Library  3666,5795 3064
-27.151885,149.067889,Surat Library,62 Burrowes Street ,07 4626 5136
-27.435432,151.721787,Oakey Library,62 Campbell Street ,07 4692 0154
-33.9206924169508,151.075785402498,Lakemba Library & Knowledge Centre,62 The Boulevard,02 9789 9419
-27.394612,152.948974,Arana Hills Library,63 Cobbity Crescent ,07 3351 3401
-18.204104,142.244202,Croydon Library,63 Samwell Street ,4748 7130
-38.23974113,146.3989886,Morwell,63-65 Elgin St  Morwell  3840,03 5128 5436
-33.9607714461945,151.076971228979,Penshurst Library,630 Forest Road,02 9330 6422
-32.5906569586491,149.587170965627,Mudgee Library,64 Market Street,02 6378 2740
-27.538885,152.981475,Corinda Library,641 Oxley Road ,07 3407 7701
-38.11468016,145.2965794,Cranbourne,65 Berwick-Cranbourne Road  Cranbourne  3977,(03) 5996 3611
-21.421461,149.216765,Sarina Library,65 Broad Street ,07 4961 9297
-25.92835,113.53558,Shark Bay Public Library,65 Knight Terrace,9948 1218
-32.8338436793659,151.356269961649,Cessnock City Library,65-67 Vincent Street,02 4993 4399
-37.80355018,144.9497854,North Melbourne,66 Errol Street  North Melbourne  3051,9658 9700
-31.1088096807659,150.909071863227,South Tamworth Library,66 Robert Street,02 6765 6202
-27.655759,153.171349,Logan Hyperdome Library,66-70 Mandew Street ,07 3412 4120
-37.78951849,144.9715862,Carlton,667 Rathdowne Street  Carlton  3054,1300 695 427
-33.9383230677899,151.23812093396,Maroubra (Lionel Bowen) Library,669-673 Anzac Parade,02 9093 6400
-37.5847154,141.4054372,Casterton,67 Henty Street  Casterton  3311,03-5581 1102
-20.011875,148.245594,Bowen Library,67 Herbert Street ,07 4761 3670
-32.03752,115.90333,Riverton Public Library,67 Riley Road,9231 0944
-33.3532568183614,149.9819779189,Portland Library,67 Williwa Street,02 6355 5355
-37.78752639,145.1240868,Doncaster,687 Doncaster Rd,9877 8500
-30.30708,115.03782,Jurien Public Library,69 Bashford Street,9652 0800
-31.6984682139064,147.834239752868,Warren Library,69 Dubbo Street,02 6847 6656
-27.665295,153.042673,Logan West Library,69 Grand Plaza Drive ,07 3412 4160
-26.884383,152.101593,Blackbutt Library,69 Hart Street ,4163 0033
-37.76421,144.86281,Avondale Heights,"69 Military Road, Avondale",8325 1940
-30.95377,121.16437,Coolgardie Public Library,69 Sylvester Street,9025 0301
-38.103034,145.126832,Seaford,6R Broughton Street,
-23.419146,147.697822,Gemfields Library,7 Burridge Road ,07 4981 0299
-32.7368547987935,152.105359678156,Tomaree Library & Community Centre,7 Community Close,02 4988 0670
-33.1853961229426,148.693927366583,Manildra Library,7 Derowie Street,02 6364 5166
-31.89985,115.90055,Morley Public Library,7 Dewar Street,9272 0980
-38.30785043,145.1943518,Hastings,7 High Street  Hastings  3915,5950 1710
-23.256404,150.82698,Emu Park Library and Customer Service Centre,7 Hill Street ,4913 3874
-32.3898729724671,150.68840767922,Denman Library,7 Ogilvie Street,02 6548 2208
-34.6713206840689,150.854974092414,Kiama Municipal Library,7 Railway Parade,02 4233 1133
-37.88744034,145.0582785,Carnegie,7 Shepparson Avenue  Carnegie  3163,9563 0971
-37.78625114,145.3123222,Mooroolbark,7 Station Street  Mooroolbark  3138,9726 8200
-26.401172,153.049942,Noosaville Library,7 Wallace Drive ,5329 6555
-31.97128,116.05984,Kalamunda Public Library,7 Williams Street,9257 9969
-38.11187,147.063997,Sale,70 Foster Street,
-37.558025,149.757839,Mallacoota,70 Maurice Avenue  Mallacoota  3892,5153 9500
-37.96558002,147.0803428,Stratford,70 Tyers Street  Stratford  3862,03 5145 6403
-36.370903,142.98233,Donald,70 Woods Street,1300 520 520
-33.4226490563738,149.579462776398,Bathurst Library,70-78 Keppel Street,02 6333 6281
-28.5544334269276,153.502441940136,Mullumbimby Library,70-90 Station Street,02 6684 2992
-37.716785,144.831151,Keilor,704B Old Keilor Highway,9249 4670
-41.436002,147.137167,Launceston,"71 Civic Square, Launceston",(03) 6777 2446
-29.7457508760194,151.734635944999,Glen Innes Severn Public & TAFE Library,71 Grey Street,02 6730 2600
-35.9881756145861,146.006026044292,Mulwala Library,71 Melbourne Street,03 5744 3439
-24.212068,151.910282,Agnes Water Library,71 Springs Road ,07 4902 1501
-18.22529,127.66728,Halls Creek Public Library,71 Thomas Street,9168 6007
-37.74179825,144.8006987,St Albans,71A Alfrieda Street  St Albans  3021,9366 4653
-37.42949937,143.382116,Beaufort,72 Neill St  Beaufort  3373,5349 2808
-33.7516886435548,151.286559994915,Dee Why Library,725 Pittwater Road,02 9942 2449
-18.652078,146.152797,Hinchinbrook Shire Library,73-75 McIlwraith Street ,07 4776 4614
-33.8297102896307,150.946831399945,Greystanes Library,732 Merrylands Road,02 8757 9062
-37.70675552,144.9160004,Glenroy,737 Pascoe Vale Road  Glenroy  3046,8311 4100
-41.887726,145.339551,Zeehan,"74 Main Street, Zeehan",(03) 6471 6484
-36.060341,145.204301,Nathalia,75 Blake Street,5866 2738
-37.590557,144.909582,Craigieburn,75 Central Park Avenue,9308 2511
-32.911914645817,151.709361752852,Lambton Library,75 Elder Street,02 4904 3330
-32.9354304544135,151.725907851714,Adamstown Library,75 Victoria Street,02 4904 3320
-38.13171631,145.8633197,Warragul,75 Victoria Street  Warragul  3820,5622 2848
-22.390169,143.037354,Winton Library,76 Elderslie Street ,07 4657 0393
-20.73169,143.143162,Richmond Library,76 Goldring Street ,07 4741 3077
-37.76469952,144.9250451,Moonee Ponds,762-4 Mt Alexander Road  Moonee Ponds  3039,8325 1950
-33.8347905090626,148.694041854171,Cowra Library,77 Darling Street,02 6340 2180
-41.927058,147.49418,Campbell Town,"77 High Street, Campbell Town",(03) 6774 8010
-19.662302,147.415031,Home Hill Branch Library,77-79 Ninth Avenue ,07 4783 9969
-33.8993613633632,151.206766519067,Waterloo Library,770 Elizabeth Street,02 9288 5688
-41.877219,148.303445,Bicheno,"78 Burgess Street, Bicheno",(03) 6387 5609
-32.13172,116.00191,Seville Grove Public Library,78 Champion Drive,9399 0800
-33.8797133232984,151.139209575118,Haberfield Library,78 Dalhousie Street,02 9392 5959
-28.033484,151.982891,Allora Library,78 Herbert Street ,07 4666 3742
-26.319027,151.873257,Wondai Library,78 Mackenzie Street ,4189 9252
-27.425142,153.017606,Grange Library,79 Evelyn Street ,07 3407 2523
-35.068854,142.315268,Ouyen,79 Oke Street,
-33.0929585501898,148.871619898762,Molong Library,8 – 12 Watson Street,02 6366 8404
-33.8325688763406,151.009398204288,Granville Library,8 Carlton Street,02 8757 9061
-27.53868,153.080299,Mount Gravatt Library,8 Creek Road ,07 3403 7775
-23.602647,146.129645,Jericho Library,8 Darwin Street ,07 4651 4129
-30.3243225792778,149.784592168719,Narrabri Library,8 Doyle Street,02 6792 3336
-35.851299,143.520793,Quambatook,8 Guthrie Street,
-37.487565,144.592535,Gisborne,8 Hamilton Street  Gisborne  3437,5428 3962
-33.8443752174729,151.282072411506,Watsons Bay Library,8 Marine Parade,02 9391 7999
-26.80391,153.131186,Caloundra Library,8 Omrah Avenue ,07 5475 8989
-37.964494,144.499567,Little River,8 Rothwell Rd,5283 1939
-34.5519750370913,150.859445980459,Warilla Library,8 Woolworths Avenue ,02 4221 6288
-33.8953184109847,151.182804976655,Newtown Library,8-10 Brown Street,02 8512 4250
-32.5586334363478,151.17492133567,Singleton Library,8-10 Queen Street,02 6578 7500
-33.94034,118.9183,Jerramungup Public Library,8-10 Tobruk Street,9835 1630
-26.189647,152.665471,Gympie Library,8-14 Mellor Street ,07 5481 0859
-33.9475515660922,151.052695579848,Riverwood Library & Knowledge Centre,80 Kentucky Road,02 9707 5436
-32.03399,115.9783,Kenwick Public Library,80 Kenwick Road,9397 3099
-30.8101,117.86025,Bencubbin Public Library,80 Monger Street,9685 1202
-33.9149171670957,151.034632649577,Bankstown Library and Knowledge Centre,80 Rickard Road,02 9707 9708
-26.740794,150.625173,Chinchilla Library,80-86 Heeney Street ,07 4660 7270
-41.113406,146.072802,Penguin,"81 Main Street, Penguin",(03) 6477 7520
-27.523092,153.072059,Holland Park Library,81 Seville Road ,07 3403 7755
-35.3558601548867,150.473765515213,Ulladulla Library,81B Princes Highway,02  4444 8820
-37.863358,144.907002,Williamstown Creative Technology Hub,82 Nelson Place,
-30.7041416595176,150.042364619847,BOGGABRI CENTRAL NORTHERN BRANCH LIBRARY,82 Wee Waa Street,02 6743 4281
-23.131303,150.741348,Yeppoon Library,84 John Street ,4913 3850
-37.876467,144.604448,Manor Lakes,86 Manor Lakes Blvd,8734 8930
-19.308754,146.73144,CityLibraries Thuringowa Central,86 Thuringowa Drive ,07 4773 8811
-37.90724132,145.190587,Wheelers Hill,860 Ferntree Gully Road  Wheelers Hill  3150,9561 6211
-38.338335,144.737285,Sorrento Kiosk,860-868 Melbourne Road,
-27.4443946,152.987098,Ashgrove Library,87 Amarina Avenue ,07 3407 1940
-32.0684466908326,152.538352727769,Hallidays Point Library,87 High Street,02 6559 3066
-32.1988,121.77926,Norseman Public Library,88 - 92 Prinsep Street,9039 1205
-30.0232004650906,148.11612069372,Walgett Library,88 Fox Street,02 6828 6103
-33.8933608299344,148.1606570895,Grenfell Library (Weddin Shire),88 Main Street,02 6343 1334
-17.093179,145.786004,Gordonvale Library,88 Norman Street ,07 40443778
-27.303814,151.851686,Goombungee Library,89 Mocatta Street ,07 4696 5816
-32.36705,117.00979,Brookton Public Library,89 Robinson Road,9642 1377
-38.45149867,145.2392475,Phillip Island,89 Thompson Avenue  Phillip Island  3922,5952 2842
-33.782434386319,151.198790925632,Castle Cove Library,8B Deepwater Road,02 9882 2734
-27.185159,153.029546,Deception Bay Library,9 Bayview Terrace ,07 3203 1094
-32.1005,115.78404,Spearwood Public Library,9 Coleville Crescent,9411 3800
-31.6519475784295,152.795806913876,Laurieton Library,9 Laurie Street,02 6581 8177
-26.415519,152.910751,Cooroy Library,9 Maple St ,5329 6555
-36.38056,145.35009,Mooroopna,9 Morell Street,5825 4636
-38.313209,146.422283,Churchill,9 Phillip Parade,03 5122 2723
-31.89621,115.82933,Osborne Park Public Library,9 Royal Street,9205 7900
-27.4858116,152.9930199,Toowong Library,9 Sherwood Road ,07 3403 2590
-24.353773,143.286331,Stonehenge Library,9 Stratford Street ,4658 5857
-29.25195,114.93056,Dongara Public Library,9 Waldeck Street,9927 1859
-42.078731,145.556337,West Coast Community Hub,"9-13 Driffield Street, Queenstown",(03) 6495 1530
-42.781558,147.06434,New Norfolk,"9/13 Charles Street, New Norfolk",(03) 6165 6381
-32.08295,115.809,Coolbellup Public Library,90 Cordelia Avenue,9411 3830
-31.78373,115.96469,Ellenbrook Public Library,90 Main Street,9297 9600
-42.881951,147.324667,Hobart,"91 Murray Street, Hobart",(03) 6165 5597
-34.8708761118501,147.584957023471,Junee Library,92 Lorne Street,02 6924 2111
-34.7828439861761,149.266186814107,Gunning Library,92 Yass Street,02 4845 1231
-33.83225,117.15943,Kojonup Public Library,93 Albany Highway,9831 2412
-34.4970499901147,150.792645739575,Dapto District Library,93-109 Princes Highway,02 4227 8555
-26.40118,146.239486,Charleville Library,94 Alfred Street ,07 4654 1296
-31.63368,117.72204,Kellerberrin Public Library,94 Massingham Street,9045 4991
-32.9225252995391,151.713642797407,New Lambton Library,95 Regent Street,02 4904 3340
-37.99338747,145.0776833,Parkdale,96 Parkers Road  Parkdale  3195,1300 135 668
-37.98180541,145.0337148,Beaumaris,96 Reserve Road  Beaumaris  3193,9599 4368
-31.5503,116.46958,Toodyay Public Library,96 Stirling Terrace,9574 2323
-31.89953,115.97226,Guildford Public Library,97 James Street,9378 1770
-37.350142,144.743355,Romsey,98 Main Street,
-33.4345255229692,151.295805658839,Kariong Library,98 Mitchell Drive,02 4325 8155
-31.93451,115.84569,Vincent Public Library,99 Loftus Street,9273 6090
-31.93669,115.79336,Cambridge Public Library,99 The Boulevard,9383 8999
-15.4858,128.12281,Wyndham Public Library,990 Koolama Street,9161 1002
-33.83221,116.38642,Boyup Brook Public Library,Abel Street,9765 1200
-33.10368,118.46054,Lake Grace Public Library,Absolon Street,9865 1185
-33.97948,115.76518,Nannup Public Library,Adam Street,9756 1018
-13.2371586156032,131.109453716202,Adelaide River ,"Adelaide River Primary School
Memorial Terrace
Adelaide River NT ",08 8976 7069 
-33.5338477726048,149.255284777174,BLAYNEY LIBRARY,Adelaide Street,02 6368 2581
-12.18839,96.82928,Cocos West Island Public Library,Airforce Road,9162 6650
-37.42381,143.89509,Creswick,Albert Street  Creswick  3363,5345 2145
-37.597203,143.841524,Sebastopol,Albert Street  Sebastopol  3356,5335 7985
-34.0143564593055,151.016642166637,Menai Library,Allison Crescent,02 9543 5747
-34.31438,115.15532,Augusta Public Library,Allnut Terrace,9780 5670
-13.8501613172223,136.419538332309,Alyangula ,"Alyangula Area School, Flinders St, Alyangula NT ",08 8987 6120 
-37.760056,145.353404,Lilydale,Anderson Street  Lilydale  3140,9294 3120
-13.9818432137017,136.460991064322,Angurugu ,Angurugu NT ,08 8987 7195 
-32.8591908023675,149.974863987689,Kandos Library,Angus Avenue,02 6379 4465
-30.5004,115.07166,Cervantes Public Library,Aragon Street,9652 7647
-32.7169142286903,151.528014005426,Rutherford Library,Arthur Street,02 4932 8730
-24.885278,146.253975,Tambo Library,Arthur Street ,07 4654 6408
-23.553803,145.289168,Barcaldine Library,Ash Street ,07 4651 1170
-23.20003,117.6654,Paraburdoo Public Library,Ashburton Avenue,9190 2222
-33.69016,117.55394,Katanning Public Library,Austral Terrace,9821 4300
-37.994749,145.238459,Doveton,Autumn Place  Doveton  3177,(03) 9792 9497
-33.7673691808151,150.821807098263,Mount Druitt Library,Ayres Grove,02 8886 2000
-36.37986618,141.2408757,Kaniva,Baker Street  Kaniva  3419,03 5392 2723
-27.501486,153.404095,Dunwich Library,Ballow Road ,07 3409 9529
-27.395949,153.440373,Amity Point Library,Ballow Street ,07 3409 7029
-37.2891,142.91094,Ararat,Barkly Street  Ararat  3377,5352 1722
-14.5258118298553,132.865368542046,Barunga ,"Barunga School, Bagala Street, Barunga NT ",08 8975 4504 
-13.0471212535279,131.032467611337,Batchelor ,"Batchelor Institute, Corner of Nurndina Street & Awilla Street, Batchelor NT ",08 8939 7103 
-24.5720032,149.2864745,Bauhinia Library Honorarium,Bauhinia Downs Station ,07 4986 8444
-38.32611,144.31595,Torquay,Beach Road  Torquay  3228,5261 3049
-30.4497,117.86517,Beacon Public Library,"Beacon Central, 11 Rowlands Street",9686 1014
-41.20172,146.820784,Beaconsfield,"Beaconsfield Primary School, 33 Grubb Street, Beaconsfield",(03) 6702 6111
-26.929516,151.447817,Bell Library,Bell Bunya Community Centre ,07 4663 1113
-36.010829,146.004739,Yarrawonga,Belmore Street  Yarrawonga Public Library  3730,5744 1380
-38.351935,141.606644,Portland,Bentinck Street  Portland  3305,5523 1497
-37.16565141,141.592322,Harrow,Blair Street  Harrow  3317,03 5585 1302
-33.1382837936666,148.173123529026,Parkes Library,Bogan Street,02 6861 2309
-31.27237,116.50932,Bolgart Public Library,"Bolgart Memorial Hall, George Street",9627 5217
-31.75943,116.38409,Wundowie Public Library,Boronia Avenue,9573 6205
-35.7218000902044,147.313505816817,Holbrook Library,Bowler Street,02 6036 3262
-30.2214660479333,151.671194274096,Guyra Library,Bradley Street,02 6770 7123
-28.177195049316,153.542131144322,Tweed Heads Library,Brett Street,07 5569 3150
-27.4708367,153.0224554,Brisbane Square Libary,Brisbane Square Library and Customer Centre ,07 3403 4166
-29.75714,116.44402,Latham Public Library,Britt Street,9973 1002
-33.02563,116.88096,Williams Public Library,Brooking Street,9885 1378
-37.76587,145.09179,Bulleen,Bulleen Plaza  Manningham Road  Bulleen  3105,9852 2288
-22.910561,139.911844,Boulia Library,Burke Street ,07 4746 3408
-25.185641,152.612736,Burrum Heads Library,Burrum Heads Road ,07 4129 5237
-33.2810699607788,149.103339125253,Orange Library,Byng Street,02 6393 8132
-26.846903,151.799726,Maidenwell Library,C.W.A Hall ,4171 6807
-24.390567,150.513382,Banana Shire Mobile Library,C/- Banana Shire Library Service ,07 4992 7362
-27.083668,152.951261,Caboolture Library,Caboolture Hub ,07 5433 2000
-31.8815270591533,152.663669031325,Harrington Library,Caledonia Street,02 6556 1652
-26.487009,147.976323,Mitchell Library,Cambridge Street ,07 4623 1264
-31.2308,119.32622,Southern Cross Public Library,Canopus Street,9049 1688
-27.523134,153.192823,Capalaba Library,Capalaba Place ,07 3843 8012
-25.625279,151.608633,Gayndah Library,Capper Street ,1300 696 272
-27.5013534,153.100562,Carindale Library,Carindale Regional Shopping Centre ,07 3407 1490
-26.89346,115.9566,Murchison Public Library,Carnarvon-Mullewa Road,9963 7999
-36.44141,145.22798,Tatura,Casey Street  Tatura Public Library  3616,5824 1760
-30.95535721123,148.388303352697,Coonamble Library,Castlereagh Street,02 6827 1925
-22.1282639516272,133.413494128472,Ti Tree / Anmatjere ,"Central Desert Regional Council, Service Centre, 533 Spencer St, Ti Tree NT ",08 8956 9933 
-27.970725,153.412174,Local Studies Library,Central Library building ,07 5581 7217
-22.69405,117.79435,Tom Price Public Library,Central Road,9188 5455
-33.7731974257837,151.084009378313,Epping Library,Chambers Court,02 9806 5843
-36.27014,143.349207,Charlton,"Charlton Hall Supper Room, Armstrong Street",1300 520 520
-16.815474,145.69415,Smithfield Library,Cheviot Street ,07 4044 3711
-31.661,116.0343,Bullsbrook Community Library,Chittering Road,9571 2631
-28.41421,151.081941,Inglewood Library,Civic Centre ,07 4652 0208
-19.6464192284178,134.196345590367,Tennant Creek ,"Civic Centre, Peko Road, 
Tennant Creek NT ",08 8962 0094 
-37.68833679,145.1094963,Diamond Valley,Civic Drive  Diamond Valley  3088,9434 3809
-37.80057,145.2817,Croydon,Civic Square  Croydon  3136,9294 5640
-35.281054,149.130584,Civic Library,"Civic Square, London Circuit, Canberra City",
-36.333738,141.651762,Nhill,Clarence Street  Nhill  3418,03 5391 1684
-17.30353,123.62823,Derby Public Library,Clarendon Street,9191 0900
-30.8246,117.4839,Koorda Public Library,Cnr Allenby and Haig Street,9684 1219
-37.0478,143.73792,Maryborough,Cnr Alma and Nolan Streets  Maryborough  3465,5461 1950
-31.92092,115.88541,Inglewood Public Library,Cnr Beaufort Street and Tenth Avenue,9205 7700
-33.57467,115.82113,Donnybrook Public Library,Cnr Bentley and Emerald Streets,9731 0432
-37.82169492,145.1522567,Blackburn,Cnr Blackburn & Central Roads  Blackburn  3130,9878 6851
-27.525767,153.266946,Cleveland Library,Cnr Bloomfield and Middle Streets ,07 3829 8576
-26.628283,152.959125,Nambour Library,Cnr Bury and Currie Streets ,07 5475 8989
-17.667763,141.08119,Normanton Library,Cnr Caroline and Lansbourough Streets ,07 4745 1065
-28.081617,153.43191,Burleigh Waters Library,Cnr Christine Avenue & Galeen Drive ,07 5581 1700
-35.344378,149.083925,Woden Library and Heritage Library,"Cnr Corinna & Furzer Streets, Phillip",
-33.7029675399886,149.85600192943,Oberon Library,Cnr Dart & Fleming Streets,02 6329 8220
-29.400491362126,153.352764973585,Iluka Library,Cnr Duke and Micalo Streets,02 6646 6542
-32.58478,115.65836,Falcon Public Library,Cnr Flavia Street and Cobblers Road,9550 3230
-27.970687,153.41241,Southport Library,Cnr Garden and Lawson Streets ,07 5581 7200
-37.8800209,145.02291,Caulfield,Cnr Glen Eira & Hawthorn Roads  Caulfield  3162,9532 9466
-23.034578,148.34569,Tieri Library,Cnr Grasstree and Anncrouye Streets ,07 4984 8270
-17.9602,122.23991,Broome Public Library,Cnr Haas and Hammersleys Streets,9191 3477
-32.01249,115.90934,Bentley Public Library,Cnr Hedley Place and Manning Road,9231 0695
-35.185072,149.132515,Gungahlin Library,"Cnr Hibberson & Gozzard Streets, Gungahlin",
-37.35479,144.52909,Woodend,Cnr High & Forest Streets  Woodend  3442,5427 2074
-21.64431,115.11313,Onslow Public Library,Cnr Hooley and McGrath Avenue,9184 6001
-27.359812,153.040649,Zillmere Library,Cnr Jennings Street and Zillmere Road ,07 3403 1455
-22.825812,147.642152,Clermont Library,Cnr Karmoo and Herschel Street ,07 4983 4746
-36.0790335094023,146.916378197161,Albury LibraryMuseum,Cnr Kiewa & Swift Streets,02 6023 8333
-31.83941,115.89483,Ballajura Public Library,Cnr Kingfisher and Illawarra Crescent,9249 1488
-28.6427174675965,153.613714215204,Byron Bay Library,Cnr Lawson & Middleton Street,02 6685 8540
-32.06373,115.85558,Bull Creek Public Library,Cnr Leichhardt Street and Hassell Crescent,9364 0150
-27.922237,153.334733,Helensvale Library,Cnr Lindfield Drive and Sir John Overall Drive ,07 5581 1625
-27.677105,152.900679,Springfield Central Library,Cnr Main Street & Sirius Drive ,3810 8144
-27.924886,153.185372,Tamborine Mountain Library,Cnr Main Street and Yuulong Road ,07 5540 5473
-32.01162,115.87431,Manning Public Library,Cnr Manning Road and Goss Avenue,9474 0822
-31.79721,115.75341,Whitford Public Library,Cnr Marmion and Banks Avenues,9400 4870
-27.46339,152.580249,Lowood Library,Cnr Michel and Main Streets ,07 5425 9104
-37.81069,145.344717,Montrose,Cnr Mt Dandenong Tourist & Swansea Roads  Montrose  3765,9728 4224
-37.75221,144.77732,Deer Park,Cnr Neale & Station Roads  Deer Park  3023,9360 4499
-27.261163,152.054381,Crows Nest John French V.C. Memorial Library,Cnr New England Highway and William Street ,07 4698 1585
-37.849926,144.96215,Middle Park,Cnr Nimmo and Richardson Streets  Middle Park  3206,9209 6633
-28.54028,115.51085,Mullewa Public Library,Cnr Padbury and Thomas Street,9961 1007
-28.7945217657944,153.592977553695,Lennox Head Library,Cnr Park Lane & Mackney Lane,02 6687 6398
-32.62745,115.87169,Murray Public Library,Cnr Pinjarra Road and Forrest Street,9531 7712
-38.26628,144.52197,Ocean Grove,Cnr Presidents Ave and The Avenue  Ocean Grove  3226,5255 4218
-27.991318,153.335629,Nerang Library,Cnr Price and White Streets ,07 5581 7180
-38.217578,145.036511,Mornington,Cnr Queen & Vancouver Streets  Mornington  3931,5950 1820
-27.3861296,153.0020513,Hamilton Library,Cnr Racecourse Road and Rossiter Parade ,07 3403 1050
-37.76232,145.16853,The Pines (Doncaster East),Cnr Reynolds & Blackburn Roads  The Pines  3109,9841 0555
-32.24307,115.814,Kwinana Public Library,Cnr Robbos Way and Chisham Avenue,9236 4300
-32.01029,115.94095,Cannington Public Library,Cnr Sevenoaks and Wharf Streets,6350 7350
-29.69447,121.02923,Menzies Public Library,Cnr Shenton and Brown Streets,9024 2702
-31.98788,115.86678,South Perth Public Library,Cnr South Terrace and Sandgate Street,9474 0800
-27.610966,153.118982,Logan North Library,Cnr Sports Drive & Springwood Road ,07 3412 4142
-32.03446,115.79552,A H Bracks Public Library,Cnr Stock Road and Canning Highway,9364 0115
-37.74325,144.96533,Coburg,Cnr Victoria & Louisa Streets  Coburg  3058,9353 4000
-32.08966,115.94393,Amherst Village Public Library,Cnr Warton Road and Holmes Street,9498 9498
-32.12971,115.85298,Success Public Library,Cnr Wentworth Parade and Beeliar Drive,9411 3840
-32.05448,115.74813,Fremantle City Library,Cnr William and Newman Streets,9432 9766
-33.3615,116.15447,Collie Public Library,Cnr Wittenoom and Steere Streets,9734 9042
-23.94581,151.353704,Boyne Island Library,Cnr Wyndham & Hayes Avenue ,07 4973 7723
-33.0937,119.02193,Newdegate Public Library,Collier Street,9871 1791
-26.78142,151.110621,Jandowae Library,Community & Cultural Centre ,07 4668 4480
-25.108373,152.565406,Woodgate Beach Library,Community Centre ,07 4126 8991
-23.582936,148.878066,Blackwater Library,Community Centre Wey Street ,07 4982 5737
-27.450033,151.946765,Highfields Library,Community Court ,07 46996519
-30.38849,115.49967,Badgingarra Public Library,Community Hall,9652 9233
-33.9078968199462,151.056130326066,Greenacre Library & Knowledge Centre,Community Place,02 9707 9744
-33.58102,120.04305,Ravensthorpe Public Library,"Community Resource Centre, Dunn Street",9838 1340
-34.8411714280299,148.911255309134,Yass Library,Comur Street,02 6226 1305
-36.151392,146.612262,Chiltern,Conness Street  Chiltern  3683,5726 1874
-37.92678,145.11851,Clayton,Cooke Street  Clayton  3168,9544 0668
-33.9559201041607,150.998580311649,Panania Library & Knowledge Centre,Corner Anderson Avenue & Tower Street,02 9707 9737
-35.1096043200039,147.371431368345,Wagga Wagga City Library,Corner Baylis & Morrow Streets,02 6926 9700
-38.16941,144.392174,Newcomb,Corner Bellarine Hwy & Wilsons Rd  Newcomb  3219,5248 1802
-33.7951409526062,150.789391563712,St Clair Library,Corner Bennett Road & Endeavour Avenue,02 9670 6853
-33.4859711472595,151.325190534539,Woy Woy Library,Corner Blackwall Road & Oval Avenue,02 4304 7555
-27.317972,153.037873,Bracken Ridge Library,Corner Bracken and Barrett Streets ,07 3667 6060
-29.3150006770592,151.693772101052,Toronto Library,Corner Brighton Avenue & Penell Street,02 4921 0641
-33.731474483519,151.003449285592,Castle Hill Library,Corner Castle & Pennant Streets,02 9761 4520
-34.5503918995645,146.405539759124,Leeton Library,Corner Dooley Lane & Sycamore Street,02 6953 0945
-34.0344979751405,150.815892870707,Eagle Vale Library,Corner Emerald Drive & Feldspar Road,02 4645 4266
-33.771488004466,150.908122003511,BLACKTOWN LIBRARY,Corner Flushcombe Road & Alpha Street,02 9839 6677
-37.849675,144.993247,Prahran / Windsor,Corner Greville and Chapel Streets  Prahran /Windsor  3181,8290 3344
